Start 1225604106 , 308890180
End 1227319960 , 307873053
Obstacle# 1
1226261133 , 308246224
1226349743 , 308204593
1226371716 , 308207694
1226388919 , 308218633
1226387886 , 308253659
1226388613 , 308271714
1226401468 , 308287948
1226419803 , 308288467
1226572984 , 308227486
1226596097 , 308198034
1226590914 , 308180667
1226356696 , 308120648
1226042259 , 308192785
1226033024 , 308211966
1226040696 , 308226106
1226126296 , 308278474
1226147344 , 308282459
1226168796 , 308283614
1226261133 , 308246224
Obstacle# 2
1226969706 , 308543448
1226738282 , 308620885
1226703778 , 308603333
1226698388 , 308585903
1226695271 , 308567125
1226692477 , 308530188
1226612887 , 308510634
1226602727 , 308495645
1226623666 , 308471222
1226855081 , 308385008
1227028061 , 308467029
1227028681 , 308505225
1227017793 , 308518346
1227000492 , 308528398
1226969706 , 308543448
